date,sla_compliance_pct,ticket_volume,avg_resolution_hours,system_uptime_pct,efficiency_score,anomaly_flag
2025-10-08,95.42,141,3.55,100.0,94.97,False
2025-10-09,92.97,143,3.17,99.719,94.38,False
2025-10-10,94.53,156,2.35,99.901,96.09,False
2025-10-11,93.88,71,2.7,99.903,95.4,False
2025-10-12,96.3,59,3.23,99.98,95.73,False
2025-10-13,96.77,174,3.69,99.814,95.27,False
2025-10-14,96.58,139,4.78,99.963,93.9,False
2025-10-15,63.87,440,22.44,88.149,56.4,True
2025-10-16,90.89,139,3.05,99.584,93.65,False
2025-10-17,92.35,139,2.81,99.902,94.64,False
2025-10-18,97.13,52,4.39,99.68,94.5,False
2025-10-19,94.4,70,4.79,99.553,92.86,False
2025-10-20,93.87,145,2.84,99.927,95.22,False
2025-10-21,97.46,145,5.24,99.998,93.68,False
2025-10-22,96.9,154,5.76,100.0,92.81,False
2025-10-23,95.04,167,6.73,100.0,90.85,False
2025-10-24,94.56,131,8.59,99.513,88.17,False
2025-10-25,94.8,49,2.29,99.628,96.18,False
2025-10-26,95.34,66,3.55,100.0,94.94,False
2025-10-27,97.4,120,3.55,99.691,95.66,False
2025-10-28,95.63,144,3.36,100.0,95.3,False
2025-10-29,96.09,153,2.55,99.763,96.41,False
2025-10-30,96.75,150,1.68,99.916,97.82,False
2025-10-31,93.25,146,3.7,99.773,93.85,False
2025-11-01,96.13,50,2.4,100.0,96.7,False
2025-11-02,94.56,52,3.69,99.927,94.44,False
2025-11-03,91.23,166,2.37,99.81,94.71,False
2025-11-04,91.81,145,2.04,99.69,95.32,False
2025-11-05,93.47,148,3.97,99.954,93.66,False
2025-11-06,95.8,172,3.81,99.657,94.69,False
2025-11-07,95.17,146,4.72,99.985,93.42,False
2025-11-08,95.28,59,10.53,100.0,86.2,False
2025-11-09,97.93,59,4.05,100.0,95.35,False
2025-11-10,93.1,152,4.5,100.0,92.86,False
2025-11-11,94.96,144,2.06,99.883,96.62,False
2025-11-12,95.46,131,1.85,99.512,96.94,False
2025-11-13,93.9,158,7.79,99.636,88.94,False
2025-11-14,95.04,139,2.22,100.0,96.49,False
2025-11-15,92.6,66,2.09,99.742,95.58,False
2025-11-16,97.11,62,3.46,99.76,95.68,False
2025-11-17,93.98,146,3.37,99.867,94.58,False
2025-11-18,98.05,153,2.25,99.688,97.55,False
2025-11-19,94.95,152,3.03,99.655,95.32,False
2025-11-20,96.54,159,6.53,99.89,91.67,False
2025-11-21,94.92,150,2.36,99.722,96.17,False
2025-11-22,94.95,56,1.76,99.752,96.95,False
2025-11-23,94.12,57,5.66,99.744,91.74,False
2025-11-24,95.18,141,4.52,100.0,93.68,False
2025-11-25,95.48,160,2.59,99.854,96.15,False
2025-11-26,93.82,151,1.6,99.864,96.73,False
2025-11-27,94.81,138,2.43,100.0,96.13,False
2025-11-28,94.08,167,3.43,99.872,94.55,False
2025-11-29,98.45,48,6.32,99.844,92.67,False
2025-11-30,94.87,60,2.1,99.994,96.57,False
2025-12-01,97.32,147,3.38,100.0,95.95,False
2025-12-02,94.71,147,4.95,99.871,92.9,False
2025-12-03,95.39,161,1.07,99.916,98.03,False
2025-12-04,93.02,142,5.92,99.744,90.97,False
2025-12-05,94.33,166,1.95,99.728,96.44,False
2025-12-06,95.32,60,4.17,100.0,94.17,False
2025-12-07,97.38,64,3.99,99.989,95.21,False
2025-12-08,95.33,156,6.07,99.991,91.79,False
2025-12-09,97.08,154,4.65,99.956,94.25,False
2025-12-10,95.96,149,1.08,99.909,98.26,False
2025-12-11,97.44,139,2.38,100.0,97.25,False
2025-12-12,94.91,138,3.78,100.0,94.49,False
2025-12-13,98.59,58,3.2,100.0,96.68,False
2025-12-14,94.27,86,4.48,99.88,93.31,False
2025-12-15,93.85,155,5.24,100.0,92.24,False
2025-12-16,93.18,155,4.79,99.946,92.52,False
2025-12-17,98.5,147,3.17,100.0,96.68,False
2025-12-18,96.23,181,1.4,99.956,97.97,False
2025-12-19,94.5,158,2.81,99.949,95.52,False
2025-12-20,96.87,72,4.35,99.753,94.48,False
2025-12-21,96.03,75,2.05,100.0,97.1,False
2025-12-22,97.95,133,4.84,100.0,94.38,False
2025-12-23,92.68,164,5.56,99.825,91.31,False
2025-12-24,94.6,151,3.76,99.914,94.36,False
2025-12-25,94.31,152,0.76,99.811,97.66,False
2025-12-26,92.04,148,1.86,99.802,95.67,False
2025-12-27,96.59,83,9.06,100.0,88.56,False
2025-12-28,94.59,52,2.69,99.765,95.65,False
2025-12-29,96.11,184,1.31,99.805,97.99,False
2025-12-30,98.54,166,6.55,99.583,92.34,False
2025-12-31,94.47,134,3.55,99.748,94.51,False
2026-01-01,94.37,152,6.13,99.558,91.18,False
2026-01-02,95.18,157,4.05,100.0,94.25,False
2026-01-03,96.48,59,4.44,100.0,94.29,False
2026-01-04,94.15,57,4.23,99.827,93.56,False
2026-01-05,94.05,130,5.0,99.567,92.47,False
2026-01-06,96.59,161,11.02,100.0,86.11,False
2026-01-07,95.57,173,5.74,99.755,92.22,False
2026-01-08,91.93,116,1.6,100.0,96.02,False
2026-01-09,93.16,139,4.41,99.844,92.94,False
2026-01-10,97.25,54,6.25,99.774,92.26,False
2026-01-11,95.6,51,6.44,99.864,91.39,False
2026-01-12,93.86,138,2.85,100.0,95.23,False
2026-01-13,94.74,170,6.32,99.855,91.2,False
2026-01-14,95.02,154,5.61,99.801,92.17,False
2026-01-15,96.1,162,12.78,99.86,83.67,False
2026-01-16,92.96,144,2.43,99.646,95.28,False
2026-01-17,93.74,53,2.74,99.979,95.31,False
2026-01-18,95.41,76,3.03,99.543,95.47,False
2026-01-19,94.85,160,2.76,99.811,95.67,False
2026-01-20,95.86,137,2.26,100.0,96.77,False
2026-01-21,93.16,155,0.89,99.961,97.25,False
2026-01-22,95.54,148,2.84,100.0,95.91,False
2026-01-23,96.64,158,4.25,99.887,94.56,False
2026-01-24,95.73,75,2.76,100.0,96.09,False
2026-01-25,95.21,49,9.29,100.0,87.72,False
2026-01-26,94.86,151,3.55,99.989,94.75,False
2026-01-27,93.75,149,6.73,100.0,90.33,False
2026-01-28,94.89,147,4.02,100.0,94.18,False
2026-01-29,96.89,153,5.34,99.812,93.27,False
2026-01-30,94.82,155,4.06,99.631,93.98,False
2026-01-31,93.67,72,7.0,99.984,89.96,False
2026-02-01,94.26,63,3.63,100.0,94.42,False
2026-02-02,95.3,147,4.52,100.0,93.72,False
2026-02-03,94.44,165,4.24,99.713,93.63,False
2026-02-04,95.73,144,3.06,99.719,95.62,False
2026-02-05,95.78,145,4.32,99.992,94.16,False
2026-02-06,96.33,162,10.79,99.886,86.26,False
2026-02-07,97.14,66,3.08,99.523,96.08,False
2026-02-08,96.49,53,4.35,99.975,94.4,False
2026-02-09,93.6,134,6.62,99.53,90.25,False
2026-02-10,93.64,154,6.24,99.711,90.8,False
2026-02-11,94.89,168,3.55,100.0,94.77,False
2026-02-12,94.32,136,1.07,100.0,97.64,False
2026-02-13,93.29,142,4.57,99.657,92.73,False
2026-02-14,94.34,71,1.16,99.834,97.47,False
2026-02-15,94.29,65,7.36,99.909,89.73,False
2026-02-16,93.99,145,3.84,100.0,94.04,False
2026-02-17,94.53,135,5.82,99.801,91.72,False
2026-02-18,96.77,143,2.25,99.805,97.08,False
2026-02-19,95.3,152,1.62,100.0,97.34,False
2026-02-20,98.71,127,4.02,99.825,95.64,False
2026-02-21,95.26,67,3.47,100.0,95.01,False
2026-02-22,94.56,68,2.76,99.605,95.49,False
2026-02-23,95.01,163,3.68,99.866,94.6,False
2026-02-24,95.38,145,14.08,99.568,81.65,False
2026-02-25,95.65,149,5.36,99.689,92.7,False
2026-02-26,98.12,140,5.97,100.0,93.04,False
2026-02-27,93.73,143,5.38,99.89,91.98,False
2026-02-28,96.29,50,7.4,99.836,90.46,False
2026-03-01,95.31,55,3.21,99.75,95.27,False
2026-03-02,92.64,140,1.26,99.856,96.68,False
2026-03-03,96.16,173,3.21,99.96,95.68,False
2026-03-04,74.35,437,18.7,94.496,65.68,True
2026-03-05,93.71,161,2.17,99.375,95.8,False
2026-03-06,94.99,129,3.23,99.734,95.11,False
2026-03-07,92.41,59,2.5,99.932,95.07,False
2026-03-08,93.11,58,7.48,99.88,89.1,False
2026-03-09,96.57,152,5.13,99.981,93.45,False
2026-03-10,94.3,132,4.89,99.954,92.84,False
2026-03-11,93.34,161,4.82,99.839,92.51,False
2026-03-12,95.34,168,3.46,99.795,94.98,False
2026-03-13,94.22,146,3.9,99.851,94.01,False
2026-03-14,94.29,62,1.95,100.0,96.53,False
2026-03-15,96.11,56,1.18,99.754,98.13,False
2026-03-16,93.26,142,3.81,99.887,93.76,False
2026-03-17,93.64,138,4.15,99.937,93.5,False
2026-03-18,95.23,177,6.46,100.0,91.27,False
2026-03-19,96.45,164,7.74,99.84,90.1,False
2026-03-20,96.86,138,7.74,100.0,90.32,False
2026-03-21,94.0,68,2.14,100.0,96.17,False
2026-03-22,96.41,73,2.96,99.887,96.07,False
2026-03-23,93.82,156,4.49,99.858,93.12,False
2026-03-24,97.74,140,12.52,99.834,84.64,False
2026-03-25,93.3,184,7.4,99.849,89.27,False
2026-03-26,96.99,147,6.18,100.0,92.32,False
2026-03-27,94.02,141,2.91,99.946,95.2,False
2026-03-28,98.02,67,2.27,99.947,97.6,False
2026-03-29,95.89,69,5.24,99.675,92.94,False
2026-03-30,93.48,139,2.04,99.707,95.99,False
2026-03-31,94.22,162,3.13,100.0,95.02,False
2026-04-01,72.24,495,10.76,87.638,72.37,True
2026-04-02,96.58,145,7.83,99.745,90.01,False
2026-04-03,94.89,138,2.96,100.0,95.51,False
2026-04-04,95.07,59,1.04,99.956,97.96,False
2026-04-05,96.14,63,4.54,100.0,94.03,False
2026-04-06,95.2,146,2.49,99.872,96.17,False
2026-04-07,93.06,140,3.61,99.836,93.91,False
2026-04-08,93.78,160,3.38,99.866,94.49,False
2026-04-09,95.35,149,3.08,99.623,95.41,False
2026-04-10,96.82,137,5.24,99.882,93.39,False
2026-04-11,97.42,55,1.64,99.959,98.15,False
2026-04-12,96.17,72,2.73,100.0,96.31,False
2026-04-13,95.43,141,4.97,99.917,93.18,False
2026-04-14,96.12,141,2.6,99.433,96.25,False
2026-04-15,94.0,176,1.58,99.881,96.83,False
2026-04-16,94.77,139,4.93,100.0,92.99,False
2026-04-17,93.76,146,6.19,100.0,91.02,False
2026-04-18,93.13,51,3.45,99.738,94.09,False
2026-04-19,95.5,67,1.32,100.0,97.79,False
2026-04-20,95.28,171,5.02,99.752,92.99,False
2026-04-21,96.03,164,1.54,99.629,97.61,False
2026-04-22,95.82,143,4.12,99.83,94.37,False
2026-04-23,95.36,160,2.26,99.918,96.54,False
2026-04-24,95.83,158,1.98,99.526,96.95,False
2026-04-25,94.94,70,2.83,99.67,95.57,False
2026-04-26,95.62,66,3.22,99.902,95.44,False
2026-04-27,93.91,159,2.56,99.818,95.55,False
2026-04-28,95.55,133,4.74,99.979,93.54,False
2026-04-29,96.0,150,2.82,99.657,96.0,False
2026-04-30,94.0,153,5.76,100.0,91.64,False
2026-05-01,68.97,341,21.59,93.282,60.24,True
2026-05-02,94.06,64,2.49,100.0,95.76,False
2026-05-03,94.21,52,2.29,99.557,95.92,False
2026-05-04,93.31,145,1.55,99.681,96.53,False
2026-05-05,96.9,131,4.08,99.983,94.9,False
2026-05-06,96.6,166,2.96,100.0,96.19,False
2026-05-07,95.81,161,1.08,99.963,98.21,False
2026-05-08,97.96,143,2.7,100.0,97.06,False
2026-05-09,94.72,56,2.25,99.904,96.29,False
2026-05-10,99.55,64,7.76,99.695,91.26,False
2026-05-11,94.66,158,1.51,99.802,97.16,False
